bn_word,en_word,normalised_bn,pos,ipa_pron,roman_pron,bn_definition,bn_synonyms,en_synonyms,bn_antonyms,usage_sentences
বল,force,বল,,fôrs,Bala,,বাধ্য করা|বলপূর্বক টানা|বলপূর্বক অধিকার করা|বলাত্কার করা|অভিভূত করা|চালিত করা|জবরদস্তি করা|জুলুম করা|টানাটানি করা|ধর্ষণ করা|জোর করা|পীড়ন করা|অভেদ্য করা|বলপ্রয়োগ করা|বলপ্রয়োগ দ্বারা করান|শক্তি|বাহিনী|ক্ষমতা|জোর|কর্মশক্তি|কার্যকরতা|বলবত্তা|চালু থাকা|প্রভাব|প্রেরণা|বলপ্রয়োগ|প্রবল চেষ্টা|সামরিক শক্তি|বেগ|সৈনিকগণ|সঠিক অর্থ|সঠিক তাত্পর্য|অগ্নি|চোট|জোরাজুরি|বল|জোর করে অর্থ আরোপ করা|দৈহিক বা মানসিক ক্ষমতা|চরিত্রবল,compel|coerce|make|constrain|oblige|impel|drive|pressurize|pressure|press|push|press-gang|bully|dragoon|bludgeon|put the screws on|lean on|twist someone's arm|strength|power|energy|might|effort|exertion|impact|weight|impetus,,"Let me be a <b>force</b> for you in my life, my Church, my Community, my City, and my Country!|the <b>force</b> of her writing is undiminished"
forborne,forborne,forborne,,,Forborne,,বিরত থাকা|পরিহার করিয়া চলা|পরিহার করা|রেহাই দেত্তয়া|ক্ষমা করা|বিরত করা|থামাইয়া রাখা|থামা|ধৈর্যধারণ করা|ক্ষান্ত করা|নিরস্ত হওয়া,refrain from|abstain from|desist from|keep from|restrain oneself from|stop oneself from|hold back from|withhold from|resist the temptation to (be)|eschew|avoid|decline to (be),,
forbore,forbore,forbore,,,Forbore,,বিরত থাকা|পরিহার করিয়া চলা|পরিহার করা|রেহাই দেত্তয়া|ক্ষমা করা|বিরত করা|থামাইয়া রাখা|থামা|ধৈর্যধারণ করা|ক্ষান্ত করা|নিরস্ত হওয়া,refrain from|abstain from|desist from|keep from|restrain oneself from|stop oneself from|hold back from|withhold from|resist the temptation to (be)|eschew|avoid|decline to (be),,
মানা,forbidding,মানা,,"fôr-,fərˈbidiNG",Mānā,"agreed, accepted",বিশ্রী|কঠোর|ভীতিজনক|ভীষণ|কড়া|অনাকর্ষণীয়|ভীষণদর্শন|বিকটাকৃতি|নিষেধক|বিরাগ-উত্পাদক|মানা,prohibit|ban|outlaw|make illegal|veto|proscribe|disallow|embargo|bar|debar|interdict|enjoin|restrain|hostile|unwelcoming|unfriendly|off-putting|unsympathetic|unapproachable|grim|stern|hard|tough|frosty|forbiddance|banning,,"In a country where female scientists remain constrained by a <b>forbidding</b> glass ceiling, the appointment of the neuroscientist is being hailed as a major breakthrough.|The suppression of detail causes the stepped facade of the building to read like <b>forbidding</b> ridges or dangerous protective fins."
নিষিদ্ধ,forbidden,নিষিদ্ধ,,"fôr-,fərˈbidn",Niṣid'dha,,নিষিদ্ধ|অবৈধ|প্রতিষিদ্ধ,prohibit|ban|outlaw|make illegal|veto|proscribe|disallow|embargo|bar|debar|interdict|enjoin|restrain|proscribed|taboo|verboten|tabu|out|prohibited,,The guys nick some four-eyed geek's suitcase full of <b>forbidden</b> books - and this is where the title's Balzac reference comes in.|Japan was a <b>forbidden</b> country for foreigners and no Japanese was allowed to leave Japan.
নিষেধ করা,forbid,নিষেধ করা,,"fôr-,fərˈbid",Niṣēdha karā,,|বারণ করা|নিষেধ করা|মানা করা|প্রতিষেধ করা,prohibit|ban|outlaw|make illegal|veto|proscribe|disallow|embargo|bar|debar|interdict|enjoin|restrain,,"No state or federal laws <b>forbid</b> such electioneering activities, no matter how criminal the corporation.|They also argued that the FBI violated Russian law, which strictly <b>forbids</b> un-authorized trespass on hard drives."
নিবৃত্তি,forbearance,নিবৃত্তি,,"fôrˈberəns,fər-",Nibr̥tti,বিরতি; ক্ষান্তি (সংশয় নিবৃত্তি)। বৈরাগ্য (নিবৃত্তিমার্গ)।,নিবৃত্তি|পরামর্ষ|রেহাই|ধৈর্য|ক্ষান্তি|বিরতি|পরিহার|ক্ষমা|নিবারণ,tolerance|patience|resignation|endurance|fortitude|stoicism|leniency|clemency|indulgence|restraint|self-restraint|self-control,,"In my case, I saw that with a little patience and <b>forbearance</b> , the moderate majority on both sides could probably have come to terms with each other ages ago - if the vested interests of extremists were not threatened by any accommodation.|If we are asking for <b>forbearance</b> from our patrons then we must show our commitment to them."
পূর্বপুরুষ,forbear,পূর্বপুরুষ,,"fôr-,fərˈber",Pūrbapuruṣa,(বংশের) পূর্বতন পুরুষ।,ধৈর্যশীল হওয়া|বিরত থাকা|পরিহার করিয়া চলা|পরিহার করা|রেহাই দেত্তয়া|ক্ষমা করা|বিরত করা|থামাইয়া রাখা|থামা|ধৈর্যধারণ করা|ক্ষান্ত করা|নিরস্ত হওয়া|পূর্বপুরুষ,refrain from|abstain from|desist from|keep from|restrain oneself from|stop oneself from|hold back from|withhold from|resist the temptation to (be)|eschew|avoid|decline to (be)|forebear,,"So, having fastened her window, she <b>forbore</b> to close the shutters, and, propped against the pillows, she lay looking out through the window's casement, entranced by the view, the peace and beauty of that rural summer night.|He had <b>forborne</b> his opportunity to acquire his title directly from the seller with whom he had negotiated for purchase of the farm."
forbade,forbade,forbade,,,Forbade,,,,,
হানা,foray,হানা,,"ˈfärˌā,ˈfôrˌā",Hānā,"হত্যা করা 



উইকিপিডিয়ায় এই বিষয় সম্পর্কে একটি নিবন্ধ আছে; সেজন্য দেখুন: 
হত্যা",হঠাত্ আক্রমণ|আচমকা আক্রমণ|হানা|আক্রমণ,strip|loot|reave|ransack|despoil|pillage|rifle|plunder|raid|attack|assault|incursion|swoop|strike|onslaught|sortie|sally|push|thrust|onset,,"My focus, however, will be on his brief <b>foray</b> into working-class education.|I once attempted a sex scene in a brief and ill-advised <b>foray</b> into fiction."
ঘাস,forage,ঘাস,,"ˈfär-,ˈfôrij",Ghāsa,,ঘোড়া ও গবাদি পশুর জাব বা খোরাক বা খাদ্য|খাদ্য-সন্ধান|লুণ্ঠন করা|তন্ন তন্ন করিয়া খোঁজা|ঘাস|অশ্বাদির খাদ্য,hunt|search|look|rummage around|ferret|root about/around|nose around/about|scavenge|fodder|feed|food|provender,,"White-headed Woodpeckers <b>forage</b> for insects on trunks and limbs as well as in clusters of needles.|Prior to the two ladies feeding the pigeons, they had to go to open farmland each day to <b>forage</b> for food."
জন্য,for,জন্য,,"fôr,fər",Jan'ya,,স্থানে|কল্পে|পক্ষে|বদলে|বিনিময়ে|অভিপ্রায়ে|জন্যে|পরিবর্তে|সত্ত্বেত্ত|অভিমুখে|উপকারার্থে|সম্বন্ধে|অনুসন্ধানার্থে|সন্ধানে|ব্যাপিয়া|ক্ষতিপূরণে|হইয়া|মত|অনুরোধে|অর্থে|করে|জন্য|দরূন,,,The nationality of the hostages and the name of the firm they work <b>for</b> was last night unclear.|I haven't seen him <b>for</b> some time
পা-চালনার কৌশল,footwork,পাচালনার কৌশল,,ˈfo͝otˌwərk,Pā-cālanāra kauśala,,পা-চালনার কৌশল|পা চালানোর কৌশল|পায়ের কাজ,,,"Can stop and start without losing momentum and is able to work back inside with good <b>footwork</b> and the use of club and rip moves.|This delicate piece, with its intricate <b>footwork</b> , was danced especially well by the men."
পাদুকা,footwear,পাদুকা,,ˈfo͝otˌwer,Pādukā,,জুতো|পাদুকা|জুতা|জুতা-মোজা,footgear,,"An Afghan boy came to look curiously at my sports shoes, <b>footwear</b> Afghan women never wear.|The club advises that suitable clothing and <b>footwear</b> should be worn and rain proofs brought along."
পদচিহ্ন,footstep,পদচিহ্ন,,ˈfo͝otˌstep,Padacihna,,পদাঙ্ক||পদচিহ্ন|পদক্ষেপ|ধাপ|দৃষ্টান্ত|পদধ্বনি|গতিক্রম|আদর্শ,footfall|step|tread|stomp|stamp,,She was startled as she heard the <b>footsteps</b> of two people clattering down the stairwell.|I turned round after hearing some <b>footsteps</b> behind me and he was right in my face.
পাদ,footsie,পাদ,,ˈfo͝otsē,Pāda,,পাদ,,,"So, little by little, she slid her foot forwards towards Josh's and prepared herself for what she hoped would be a successful game of <b>footsie</b> .|All that lip-wrestling in the conference room, <b>footsie</b> in the canteen and fumbling in the office toilets is coming back to haunt workers in the UK."
